alternate_costume,0,236618,"alternate_outfit,alternate_outfit,alternative_costume"
choker,0,236347,
tongue,0,235358,tongues
pointy_ears,0,228958,"elf_ears,elven_ears,long_ears,pointed_ears,pointy-ears,pointy_ear"
black_gloves,0,225896,black_glove
elbow_gloves,0,218936,"long_gloves,opera_gloves"
hairclip,0,218010,"barrette,hair_clip,hair_clips,hairclips"
fang,0,215043,
midriff,0,211220,
puffy_sleeves,0,207646,puffy_shoulders
shiny,0,204926,
looking_back,0,203075,"looking_over_shoulder,turning"
belt,0,202376,belts
sword,0,198728,swords
collared_shirt,0,197795,collared_blouse
pants,0,195599,"long_pants,trousers"
official_art,5,194421,
artist_name,0,192428,
cloud,0,192323,clouds
indoors,0,186361,
tears,0,184656,tear
cat_ears,0,184506,"catears,nekomimi"
fate/grand_order,3,183978,fgo
white_gloves,0,181876,white_glove
virtual_youtuber,0,179776,vtuber
3girls,0,178540,3girl
hair_flower,0,177530,"flower_hair_ornament,flower_in_hair,hair_flowers,hairflower"
signature,0,177272,"artist_signature,autograph,signed"
dark_skin,0,176102,"brown_skin,dark_skin_female,dark_skinned_female,darkskin"
hand_up,0,175705,"hand_raised,one_hand_raised,raised_hand"
silver_hair,0,172873,
2boys,0,170921,2boy
hood,0,170424,
idolmaster,3,168860,"idol_master,idolm@ster,the_idolmaster"
miniskirt,0,168572,"mini_skirt,short_skirt"
tongue_out,0,167571,
wide_sleeves,0,167392,
on_back,0,166746,"lying_on_back,supine"
fingerless_gloves,0,166594,fingerless_glove
blunt_bangs,0,166178,
bowtie,0,164885,"bow_tie,neck_bow"
black_skirt,0,164625,
pink_eyes,0,163024,
english_commentary,5,163005,
sailor_collar,0,160457,
medium_hair,0,158791,shoulder-length_hair
kimono,0,158659,
pokemon,3,157511,"pocket_monsters,pokemons,pok├®mon"
water,0,154351,
grey_background,0,153495,gray_background
necklace,0,151304,
off_shoulder,0,147990,"off-shoulder,off_shoulders"
chibi,0,147648,super_deformed
bag,0,146939,bags
hair_bun,0,146389,
clothes_lift,0,146105,
cape,0,145528,
from_behind,0,145487,viewed_from_behind
star_(symbol),0,145380,
stomach,0,145363,
scarf,0,145354,muffler
twitter_username,0,144376,artist_twitter
bra,0,143316,
nail_polish,0,142958,"colored_nails,nail_varnish,nailpolish,painted_nails"
orange_hair,0,142662,
white_dress,0,141629,
sweatdrop,0,141422,"sweat_drop,sweat_drops,sweatdrops"
holding_weapon,0,141258,
black_footwear,0,141200,"black_boots,black_shoes"
armor,0,140506,armour
rabbit_ears,0,139273,"bunny_ear,bunny_ears,rabbit_ear"
mole,0,136877,beauty_mark
hair_over_one_eye,0,135697,hair_over_eye
grin,0,135287,
uniform,0,134600,uniforms
:o,0,133841,:0
blurry,0,132946,blurred
black_eyes,0,132362,dark_eyes
character_name,0,132310,
apron,0,132263,
looking_at_another,0,130747,
vest,0,128632,
black_dress,0,126840,
arm_up,0,125800,"arm_raised,one_arm_up,raised_arm"
high_heels,0,125612,"heels,highheels"
red_bow,0,125049,
twin_braids,0,125048,"twin_braid,twinbraid,twinbraids"
flat_chest,0,123020,"flat_chested,flatchest,pettanko,titty_buds,tsurupeta"
arms_up,0,122759,"arms_above,arms_above_head,arms_raised,hands_above_head,raised_arms"
shiny_hair,0,122714,
side_ponytail,0,121984,"side_tail,sidetail"
bracelet,0,121896,bracelets
collar,0,121712,
feet,0,118991,foot
dated,0,118815,
from_side,0,118032,"side,side_view,viewed_from_side"
aqua_eyes,0,117472,"cyan_eyes,teal_eyes,turquoise_eyes"
vocaloid,3,116231,"vocaloid_2,vocaloid_3"
sweater,0,115033,
two-tone_hair,0,114591,"two-tone-hair,two_tone_hair"
speech_bubble,0,114527,"speech_balloon,text_bubble,word_bubble"
leotard,0,114043,
red_ribbon,0,112196,
two_side_up,0,111533,two_sides_up
english_text,0,111457,english
dark-skinned_female,0,111075,dark_skinned_female
open_jacket,0,110983,"open_blazer,open_track_jacket"
tree,0,110120,trees
sketch,0,109877,"rough,rough_sketch"
cup,0,109805,"cups,drinking_cup"
blue_sky,0,109339,
puffy_short_sleeves,0,108813,short_puffy_sleeves
lips,0,108716,
zettai_ryouiki,0,107347,"absolute_territory,zettai_ryouki"
blue_skirt,0,106323,
hololive,3,106179,
official_alternate_costume,0,104403,"alternate_costume_(official),official_alternate_outfit"
groin,0,104033,"adonis_belt,hip_lines,mound_of_venus"
coat,0,103266,
fingernails,0,103161,"finger_nails,fingernail"
wet,0,102577,soaked
genshin_impact,3,102416,genshin
cat_tail,0,102123,cat_tails
v-shaped_eyebrows,0,101398,
streaked_hair,0,101072,highlights
black_jacket,0,101020,black_blazer
neckerchief,0,100738,
head_tilt,0,100424,
crop_top,0,99832,
orange_eyes,0,98788,
gradient,0,98281,
hand_on_hip,0,98165,hand_on_waist
azur_lane,3,98104,bilan_hangxian
gun,0,97949,"firearm,guns"
shiny_skin,0,97431,glistening_skin
animal_ear_fluff,0,97071,
idolmaster_cinderella_girls,3,96349,cinderella_girls
wrist_cuffs,0,96175,"detached_cuffs,wrist_cuff,wristcuff,wristcuffs"
pillow,0,96077,"black_pillow,blue_pillow,green_pillow,grey_pillow,orange_pillow,pillows,pink_pillow,purple_pillow,red_pillow,white_pillow,yellow_pillow"
book,0,95815,books
sleeves_past_wrists,0,95421,sleeves_past_wrist
plaid,0,95011,tartan
looking_to_the_side,0,95005,"looking_aside,looking_to_side"
torn_clothes,0,94967,"ripped_clothes,ripped_clothing,torn_clothing,tornclothes"
maid,0,94840,"maid_costume,maid_dress,maid_outfit,maid_uniform,maids"
legs,0,94507,leg
grey_eyes,0,94164,"gray_eyes,silver_eyes"
parted_bangs,0,93999,
pokemon_(game),3,93498,
kneehighs,0,93476,"knee_highs,knee_socks,kneehigh_socks,kneesocks"
sash,0,93173,
military,0,93012,
maid_headdress,0,92606,"maid_cachusha,maid_headband"
cosplay,0,92051,
petals,0,91785,"flower_petals,petal"
hands_up,0,90878,hands_raised
bare_arms,0,90755,
fur_trim,0,90513,fur_lining
gradient_background,0,89409,
symbol-shaped_pupils,0,89395,symbol_shaped_pupils
fox_ears,0,89386,kitsunemimi
short_shorts,0,88997,"booty_shorts,hot_pants,hotpants"
ascot,0,88550,cravat
dutch_angle,0,87871,
black_shirt,0,87107,black_blouse
clothing_cutout,0,87061,
eyelashes,0,85352,eye_lashes
open_shirt,0,85035,"open_blouse,openshirt,shirt_open"
no_humans,0,84788,no_human
bare_legs,0,84736,
dress_shirt,0,84293,
sparkle,0,84241,"sparkles,sparkling"
mole_under_eye,0,84024,
window,0,83889,
kneeling,0,83779,on_knees
lowres,5,83651,
pokemon_(creature),0,83524,
4girls,0,82439,4girl
single_braid,0,82234,
bodysuit,0,82016,body_suit
sleeveless_shirt,0,81849,sleeveless_blouse
hug,0,81795,"embrace,hugging"
v,0,81652,"peace_sign,v_sign"
no_bra,0,81328,
strapless,0,81041,
bell,0,80835,bells
saliva,0,80784,"drool,spit"
double_bun,0,80626,"buns,double_buns,hair_buns,odango,twin_bun,twin_buns"
aqua_hair,0,80439,"cyan_hair,teal_hair,turquoise_hair"
black_headwear,0,80049,black_hat
black_ribbon,0,79781,
military_uniform,0,79091,
bed,0,78857,
blood,0,78550,
hoodie,0,77706,
hatsune_miku,4,77659,
scan,5,77541,
4koma,0,77129,"4coma,yonkoma"
profile,0,76676,in_profile
black_bow,0,76644,
covered_navel,0,76607,clothed_navel
tattoo,0,76518,"tatoo,tattoos"
skindentation,0,76414,
gradient_hair,0,76251,
makeup,0,76191,"make-up,make_up"
neck_ribbon,0,75973,
leaning_forward,0,75874,
thigh_strap,0,75182,"legband,thigh_band,thigh_belt,thigh_straps,thighband"
mask,0,74898,masks
muscular,0,74818,"muscle,muscles,muscular_male"
multiple_views,0,74566,
capelet,0,74472,"mantle,shoulder_cape"
witch_hat,0,74456,"witches_hat,witchhat"
arknights,3,73750,mingri_fangzhou
copyright_name,0,73482,"copyright_abbreviation,copyright_title,title_drop,title_name"
:3,0,73360,
alternate_hairstyle,0,72994,"alternate_hair_style,alternative_hair_style,alternative_hairstyle"
fruit,0,72810,fruits
detached_collar,0,72705,
night,0,71711,
depth_of_field,0,71646,focus_blur
sleeveless_dress,0,71607,
floating_hair,0,71535,"hair_blowing,space_hair"
headband,0,71524,head_band
buttons,0,71479,button
commission,5,71189,
^_^,0,71068,^^
cameltoe,0,70817,camel_toe
blue_dress,0,70407,
fox_tail,0,70111,
toes,0,70067,
bottomless,0,69405,bottom_less
shadow,0,69346,shadows
blurry_background,0,69181,
glowing,0,69161,glow
nose_blush,0,69041,
feet_out_of_frame,0,68989,
red_skirt,0,68553,
rose,0,68202,roses
fake_animal_ears,0,67687,
swept_bangs,0,67401,
bed_sheet,0,67177,"bed_sheets,bedsheet,bedsheets,sheet,sheets"
hakurei_reimu,4,67154,reimu_hakurei
holding_hands,0,66981,"hand_holding,handholding,holding_another's_hand"
chain,0,66832,chains
headgear,0,66794,
turtleneck,0,66393,turtle_neck
bird,0,66278,birds
6+girls,0,66274,"6+girl,6girl,6girls,7girls,8girls,9girls"
siblings,0,66220,
headphones,0,66160,headphone
colored_skin,0,66044,
ocean,0,66029,sea
arm_support,0,64840,
low_twintails,0,64568,
animal,0,64448,animals
halterneck,0,64444,"halter,halter_top,haltertop"
umbrella,0,64428,
frown,0,64110,":(,:{,frowning"
beret,0,63886,
leaf,0,63502,leaves
thigh_boots,0,63404,"thighboots,thighhigh_boots"
pov,0,63396,male_pov
embarrassed,0,63012,"embarassed,embarrased,embarrassing,embarrassment"
on_bed,0,62508,
one_side_up,0,62483,
white_headwear,0,62443,white_hat
back,0,62309,
from_above,0,62263,"aerial_view,view_from_above,viewed_from_above"
fangs,0,62161,
watermark,0,62108,"copyright_notice,watermarked"
garter_straps,0,62076,garter_strap
kirisame_marisa,4,61859,marisa_kirisame
blue_background,0,61519,
highleg,0,61030,
scar,0,60550,scars
on_side,0,60439,lying_on_side
transparent_background,0,60400,"transparent_gif,transparent_png"
plaid_skirt,0,60393,tartan_skirt
mahou_shoujo_madoka_magica,3,60061,"madoka_magica,puella_magi_madoka_magica"
upper_teeth,0,59984,
wariza,0,59972,"w-legs,w-sitting,w_legs,w_sitting"
blue_bow,0,59909,
mouth_hold,0,59852,
traditional_media,0,59832,handdrawn
beach,0,59766,
chair,0,59725,chairs
parody,0,59713,
wavy_hair,0,59694,
bandages,0,59350,bandage
looking_away,0,59190,"averted_eyes,averting_eyes"
black_choker,0,58999,
hair_tubes,0,58971,hair_tube
blush_stickers,0,58896,blush_sticker
shirt_lift,0,58495,"lift_shirt,shirt_up,shirtlift,tank_top_lift,top_lift"
expressionless,0,58455,"emotionless,neutral_expression,unexpressive"
drill_hair,0,58376,"doriru,drillhair"
chinese_clothes,0,58184,
brown_footwear,0,57952,"brown_boots,brown_shoes"
grabbing,0,57712,grab
obi,0,57499,
arms_behind_back,0,57461,"arms_behind,hands_behind_back"
eating,0,57289,
holding_sword,0,57204,holding_katana
thick_thighs,0,57195,"big_thighs,fat_thighs,thighthick,thunder_thighs"
no_shoes,0,56933,
clothes_pull,0,56785,
heart-shaped_pupils,0,56777,heart_shaped_pupils
topless,0,56515,"top_less,topless_(female)"
thigh_gap,0,56394,
soles,0,56234,sole
short_dress,0,56103,"mini_dress,minidress"
looking_down,0,56025,
phone,0,55900,telephone
symbol-only_commentary,5,55769,"emoji_commentary,symbol_commentary"
fire_emblem,3,55684,fireemblem
skirt_lift,0,55609,"lift_skirt,lifted_skirt,lifting_skirt,skirt_up,skirt_up,skirtlift"
eyepatch,0,55472,eye_patch
magical_girl,0,55341,"magic_girl,magical_girls,mahou_shoujo"
stuffed_toy,0,55100,"plush,plush_toy,stuffed_doll"
floral_print,0,55065,"floral_pattern,flower_print"
bound,0,55064,
black_shorts,0,54852,
flying_sweatdrops,0,54783,flying_sweatdrop
wavy_mouth,0,54739,
crossed_arms,0,54738,"arms_crossed,arms_folded,folded_arms"
hair_intakes,0,54519,hair_vents
playboy_bunny,0,54374,"bunny_suit,bunnygirl,bunnysuit,playboy_bunny_leotard"
girls_und_panzer,3,54361,
piercing,0,54341,"pierced,piercings"
border,0,54335,"bordered,windowbox,windowboxed"
formal,0,54153,
moon,0,54017,
love_live!,3,54003,
abs,0,53468,six_pack
leg_up,0,53348,one_leg_raised
black_pants,0,53296,
half-closed_eyes,0,53060,eyes_half_closed
sandals,0,53019,sandal
from_below,0,52997,"low_angle,view_from_below,viewed_from_below"
cover,0,52966,front_cover
sunlight,0,52668,sunshine
table,0,52641,
single_hair_bun,0,52348,"bun,hair_bun,hairbun"
happy,0,52216,
oral,0,52161,
red_dress,0,52030,
cat,0,51593,"cats,neko"
squatting,0,51398,"crouch,crouched,crouching,squat"
pink_background,0,51164,
underwear_only,0,51062,
scrunchie,0,51015,scrunchy
sunglasses,0,50834,shades
chinese_commentary,5,50625,
halo,0,50174,
dark-skinned_male,0,49985,dark_skinned_male
white_footwear,0,49945,"white_boots,white_shoes"
trembling,0,49688,"shiver,shivering,tremble"
mob_cap,0,49616,
blazer,0,49474,
ring,0,49342,rings
wolf_ears,0,49081,"coyote_ears,ookamimimi"
sleeping,0,49004,"asleep,sleep"
game_cg,5,48639,"cg_game,game_asset,gamecg"
final_fantasy,3,48401,finalfantasy
standing_on_one_leg,0,48365,"on_one_foot,on_one_leg,standing_on_one_foot"
backpack,0,48307,"back_pack,ranset"
light_brown_hair,0,48178,lightbrown_hair
eyes_visible_through_hair,0,48041,eye_through_hair
knee_boots,0,47982,"kneeboots,kneehigh_boots"
bob_cut,0,47943,"bobbed_hair,okappa"
hat_ribbon,0,47823,"hat_ribbons,hatband"
thick_eyebrows,0,47814,
partial_commentary,5,47802,
katana,0,47622,katanas
demon_girl,0,47534,"demon_girls,demongirl,succubus"
stuffed_animal,0,47470,"nuigurumi,plushie,plushies,plushy,stuffed_animals"
bat_wings,0,47403,batwing
cardigan,0,47357,
white_skirt,0,47352,
girls'_frontline,3,47253,girls_frontline
frilled_dress,0,47245,"frilly_dress,ruffled_dress"
;d,0,47230,
korean_commentary,5,47220,
crossed_legs,0,47212,"crossed_legs_(lying),crossed_legs_(sitting),crossed_legs_(standing),legs_crossed"
white_jacket,0,47149,
suspenders,0,47108,suspender
3boys,0,46808,3boy
helmet,0,46660,
remilia_scarlet,4,46507,
hood_down,0,46434,
cloudy_sky,0,46289,
antenna_hair,0,46277,"antennae_hair,double_ahoge"
outstretched_arms,0,46024,arms_outstretched
cellphone,0,45981,"cell_phone,keitai,mobile_phone"
crying,0,45824,cry
tank_top,0,45779,tanktop
cross,0,45683,
polka_dot,0,45581,"polka-dot,polka_dots"
bottle,0,45552,bottles
grass,0,45395,
aged_down,0,45353,"de-aged,younger"
bug,0,45344,"bugs,insect,insects"
fire,0,45168,flames
5girls,0,45141,5girl
crossover,0,45133,
suit,0,45094,
crown,0,44967,
tiara,0,44951,
feathers,0,44917,feather
bent_over,0,44874,"bend_over,bending_over,bent-over"
frilled_skirt,0,44768,"frilly_skirt,ruffled_skirt"
light_smile,0,44594,faint_smile
high_ponytail,0,44590,
holding_food,0,44458,
knife,0,44420,knives
pectorals,0,44318,pecs
animated,5,44307,animation
looking_up,0,44282,
couple,0,44275,romance
own_hands_together,0,44229,hands_together
straddling,0,44128,straddle
denim,0,44013,
white_bow,0,43897,
black_hairband,0,43861,
x_hair_ornament,0,43849,
horse_ears,0,43703,
eyebrows,0,43694,
>_<,0,43669,><
hair_bobbles,0,43638,"ball_braids,hair_bobble"
wing_collar,0,43595,
on_stomach,0,43546,"lying_on_stomach,on_belly,on_front,prone"
blue_shirt,0,43462,blue_blouse
plant,0,43377,plants
areolae,0,43051,"areola,areolas"
flandre_scarlet,4,42909,
tan,0,42823,"suntan,tanned,tanned_skin"
lipstick,0,42805,
outstretched_arm,0,42794,arm_outstretched
short_twintails,0,42636,pigtails
letterboxed,0,42511,"letter_boxed,letterbox"
izayoi_sakuya,4,42221,
robot,0,42197,
blue_ribbon,0,42082,
girl_on_top,0,41971,
white_flower,0,41860,
umamusume,3,41812,uma_musume
lifted_by_self,0,41638,
precure,3,41585,
animal_print,0,41438,animalprint
pointing,0,41370,
muscular_male,0,41194,
monster_girl,0,41181,monstergirl
cat_girl,0,41138,catgirl
polearm,0,41085,
pink_bow,0,40937,
revision,5,40905,revised
juliet_sleeves,0,40829,"puffy_shoulder_long_sleeves,puffy_shoulders_long_sleeves"
slit_pupils,0,40815,"cat_eyes,snake_eyes"
^^^,0,40758,
all_fours,0,40712,"all-fours,hands_and_knees,on_all_fours"
spiked_hair,0,40593,"spikey_hair,spiky_hair"
sisters,0,40474,
sharp_teeth,0,40407,"pointed_teeth,pointy_teeth,spiked_teeth"
crescent,0,40234,crescent_moon_symbol
staff,0,40001,
granblue_fantasy,3,39964,
hand_on_own_chest,0,39894,"hand_on_chest,hand_to_chest,hand_to_own_chest"
blue_sailor_collar,0,39729,
white_socks,0,39620,white_kneehighs
frilled_sleeves,0,39612,ruffled_sleeves
cherry_blossoms,0,39487,"cherry_blossom,cherry_tree,cherry_trees,sakura_blossoms"
?,0,39399,question_mark
red_necktie,0,39396,
blue_jacket,0,39315,blue_blazer
blouse,0,39159,
clenched_teeth,0,38917,"gritted_teeth,gritting_teeth"
jojo_no_kimyou_na_bouken,3,38901,jojo's_bizarre_adventure
black_background,0,38739,
towel,0,38689,towels
goggles,0,38666,
cover_page,0,38572,book_cover
shaded_face,0,38546,"shaded_eyes,shadow_over_eyes"
brooch,0,38462,broach
wind,0,38440,windy
bike_shorts,0,38398,"biker_shorts,spandex_shorts,spats"
head_wings,0,38365,headwings
green_skirt,0,38314,
otoko_no_ko,0,38307,"femboy,otokonoko,trap"
casual,0,38305,
ground_vehicle,0,38250,
loafers,0,38014,
gauntlets,0,37942,gauntlet
elf,0,37925,"elf_ears,elven_ears"
no_pants,0,37660,"no_skirt,pantless,pantsless,skirtless"
t-shirt,0,37635,"t_shirt,tshirt"
black_bra,0,37603,
red_flower,0,37584,
demon_horns,0,37512,devil_horns
fate/stay_night,3,37270,fate_stay_night
fox_girl,0,37220,
multiple_tails,0,37183,"animal_tails,multi_tail,multi_tails,multiple_tail,multitail,multitails,tails"
building,0,37145,buildings
shoulder_armor,0,37060,shoulder_armour
wristband,0,36873,"wrist_band,wrist_bands,wristbands"
motion_lines,0,36787,
kiss,0,36774,kissing
black_socks,0,36701,black_kneehighs
single_thighhigh,0,36666,"one_thighhigh,thighhigh"
messy_hair,0,36664,"bed_head,morning_hair"
surprised,0,36500,"shock,shocked,startled,surprise"
hat_bow,0,36274,
horse_girl,0,36064,pony_girl
butterfly,0,36053,butterflies
sheath,0,36047,
kemono_friends,3,35930,
child,0,35743,"children,kids"
skirt_set,0,35596,
ribbon_trim,0,35463,
rabbit_tail,0,35388,bunny_tail
third_eye,0,35361,3rd_eye
drooling,0,35292,
sneakers,0,35275,tennis_shoes
instrument,0,35253,instruments
clenched_hand,0,35216,"clenched_fist,closed_fist,fist"
gem,0,35178,"gems,gemstone,gemstones,jewel,jewels,precious_stone,precious_stones"
red_shirt,0,35118,red_blouse
hakama,0,35114,
red_footwear,0,35093,"red_boots,red_shoes"
fishnets,0,34988,fishnet
box,0,34914,boxes
pale_skin,0,34900,"pale,paleskin"
tassel,0,34815,"tassels,tassle"
musical_note,0,34787,"music_note,music_notes,musical_notes"
red_bowtie,0,34624,
admiral_(kancolle),4,34565,"admiral_(kantai_collection),teitoku_(kantai_collection)"
rope,0,34553,ropes
wet_clothes,0,34510,"wet_clothing,wetclothes"
candy,0,34365,candies
blue_archive,3,34329,
ear_piercing,0,34294,"pierced_ear,pierced_ears"
covering,0,34193,
foreshortening,0,34125,
steam,0,34069,
nature,0,34021,
dog_ears,0,33972,"african_wild_dog_ears,dog_ear,inumimi"
adapted_costume,0,33970,adapted_outfit
pink_dress,0,33885,
star_(sky),0,33841,stars_(sky)
demon_tail,0,33782,devil_tail
idolmaster_(classic),3,33758,
portrait,0,33688,
peaked_cap,0,33414,
holding_gun,0,33259,
scenery,0,33196,scenic
armband,0,33179,"arm_band,armbands"
duplicate,5,33144,"dupe,repost"
waist_apron,0,33107,half_apron
night_sky,0,32890,
breath,0,32879,
lace_trim,0,32786,
artoria_pendragon_(fate),4,32683,artoria_pendragon_(all)
veil,0,32627,
china_dress,0,32585,"cheongsam,chinadress,chinese_dress,qipao"
black_nails,0,32538,black_fingernails
gundam,3,32500,
alice_margatroid,4,32361,
arms_behind_head,0,32284,hands_behind_head
tokin_hat,0,32268,tokin
couch,0,32265,"settee,sofa"
kochiya_sanae,4,32161,kotiya_sanae
interlocked_fingers,0,32054,"interlaced_fingers,intertwined_fingers"
bandaid,0,31988,"band-aid,band_aids,bandaids"
patchouli_knowledge,4,31880,
love_live!_school_idol_project,3,31866,
lace,0,31864,
microphone,0,31853,mic
white_apron,0,31834,
bara,0,31814,
front-tie_top,0,31744,front_tie_top
nijisanji,3,31616,
hand_fan,0,31602,"fan,fan_(handheld),fans"
hakama_skirt,0,31594,hakama
mole_under_mouth,0,31592,
strapless_dress,0,31483,shoulderless_dress
bridal_gauntlets,0,31482,bridal_gauntlet
holding_cup,0,31435,"holding_drinking_glass,holding_glass,holding_mug,holding_sakazuki,holding_teacup"
mecha,0,31357,mech
glowing_eyes,0,31344,
black_leotard,0,31321,
no_headwear,0,31248,"hat-less,hatless,no_bandana,no_hat,no_helmet"
anger_vein,0,31201,anger_mark
clothes_writing,0,31010,"clothing_writing,text_on_clothes"
...,0,30973,ellipsis
white_ribbon,0,30947,
christmas,0,30909,"crhistmas,xmas"
konpaku_youmu,4,30875,
jingle_bell,0,30800,"cat_bell,jingle_bells,jinglebell,jinglebells"
straight_hair,0,30760,
baseball_cap,0,30749,
cirno,4,30568,
hair_over_shoulder,0,30475,
hair_flaps,0,30433,
yellow_background,0,30363,
twin_drills,0,30363,twindrills
:<,0,30130,
feathered_wings,0,30068,feather_wings
semi-rimless_eyewear,0,30065,"half-rim_glasses,half_rim_glasses,semi-rimless_glasses,semi_rimless_glasses"
web_address,0,30064,url
hooded_jacket,0,30061,
angry,0,29877,"anger,mad"
facing_viewer,0,29718,
check_translation,5,29708,translation_check
light_purple_hair,0,29602,
motor_vehicle,0,29565,
cloak,0,29555,
yakumo_yukari,4,29449,
wolf_tail,0,29391,coyote_tail
eyewear_on_head,0,29306,"glasses_on_head,sunglasses_on_head"
red_nails,0,29296,red_fingernails
claws,0,29221,claw
carrying,0,29183,carry
light_particles,0,29145,dust_particles
side_braid,0,29144,
corset,0,29104,
red_background,0,28919,
mary_janes,0,28806,
knees_up,0,28793,
red_headwear,0,28775,red_hat
index_finger_raised,0,28574,"finger_raised,raised_finger"
danganronpa_(series),3,28517,"dangan-ronpa,dangan_ronpa,danganronpa"
rifle,0,28514,rifles
purple_dress,0,28510,
clothing_aside,0,28494,clothes_aside
grey_shirt,0,28474,"gray_shirt,grey_blouse"
smartphone,0,28466,smart_phone
bright_pupils,0,28447,
tareme,0,28419,
multicolored_clothes,0,28388,multicolored_clothing
:p,0,28336,:b
beard,0,28254,
red_neckerchief,0,27971,
single_horn,0,27939,horn
black_necktie,0,27938,
extra_ears,0,27907,double_ears
strap_slip,0,27821,
